,loc_id,latitude,longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,0,3.0,33.0,3.175888967058126,2.7965499876696884,2.4027643901846893,3.504775671864691,4.581548050165626,4.580581817689065,4.747255937618412,8.858223615478092,7.159490360903652,9.651616181527618,16.820872714177458,18.524884974646508,21.468836956016982,26.713380889002064,33.41291083769365,32.22138840737143,41.344397124503175,38.3507827687508,41.674124989453965,36.770931502149686,32.704401457720635,28.969798664874602,31.514564279000002,30.468596261158734,32.32250472789683,30.109771826507938,29.734429878809525,28.900724808444444,31.61929356857143,33.789229863126984,32.48142874084921,33.58457616657143,32.91543587965079,32.98157301894286,32.925757855796824,29.873128369620634,24.463585027892066,23.714712653091585,25.530911550301905,24.968926737054602,24.741567504603175,30.38243476702857,28.170528984779367,24.923929505299682,23.05205499436349,21.071907932322855,16.21843569240254,9.501671443585554,7.923807555245082,7.162038766412224,3.394037131230162,3.8083600166184177,7.290131733284545
1,1,3.0,33.5,2.911744073766563,2.819940775677501,2.833725195093283,3.603058382685941,4.897451057885314,4.322463674905627,4.687780072256191,8.342396927456187,6.81210511184889,8.766086335446031,15.386874760854443,17.19449135114667,19.352056119288097,23.90073168760889,30.264093598630158,29.575441199353175,40.49521513909207,37.46207507590857,40.27449842002381,36.77670905092365,33.28870264997619,29.227384455409524,32.44885730196825,32.110282597396825,34.049787426330155,32.43835792350794,30.10710762048889,30.460043766603174,32.81911946865079,33.34150954295238,30.73289683721746,31.617122714365077,29.575968331450795,28.92327797371984,28.34991941335238,25.721006037766667,19.89406575387143,19.099065482022223,20.530991739680633,20.9394494672127,19.312533399709523,24.12485699394524,22.677447790347617,19.2963706696746,18.711407131426984,16.43720906411222,13.150104570133017,8.261459404352538,7.125782838731113,7.145053183486192,3.2182124958647638,4.378265551921275,7.4089356168
2,2,3.0,34.0,2.8376768365696883,2.773513838743907,3.304274132800627,3.659165080447816,4.990999767384845,4.311041133661408,4.559176464798414,7.489353553599838,6.894832155415081,7.983289527227936,14.534102843148254,15.831955246798413,18.04688781758889,21.41793774330667,27.936403841192064,26.576688819379363,37.89436899946032,34.70792868520635,36.578765802329364,33.501055145095236,28.47552387683016,24.892879620261905,28.646805079034923,28.969506429520635,32.118877984015874,31.66224017314286,29.7686480615054,30.54046306411746,34.11709182405556,33.21774630406349,30.11963986040476,30.608957745650795,26.48684597483016,24.81067286774603,23.74648485784286,22.173097678563014,15.063006792636509,13.207479160106349,14.391940571901587,16.030264100985715,14.144527875854285,18.936867473844444,18.81356564737143,16.089837774126984,16.24518948959619,14.305771180021747,11.857284053184284,7.913805848811268,6.925781457351588,7.660883392705558,3.089119364224287,4.664598039491908,7.612831634100001
3,3,3.0,34.5,2.7602990467451574,2.5497706490282814,3.603792718344689,3.3761201197203157,4.621295161899845,4.316342402047344,3.845016263494128,6.207209821934124,6.441507124988891,7.038551700716825,13.332429887243332,14.432052172812064,17.004365956289682,19.608416857302384,26.055022398381112,23.73701712063492,34.428553004980955,30.59993865662381,31.49551558967778,28.444427949689363,21.27378785794127,18.198306584438097,22.38275555368254,22.792759043014286,26.83963950449365,27.618153912144763,27.10620694131746,27.00261010173492,31.982545670396824,30.545819544704287,26.928049918210316,26.262796074238096,20.876729278031746,19.044234826071904,17.63965826671905,17.828937902914287,10.630415740808571,8.01000407704492,9.091824728779365,11.429492897268254,10.650663095034444,16.140067110492065,16.886482574357142,15.515043359742858,15.91629660588873,14.295070118348253,12.002924774029205,8.222714839894444,7.009458945356191,8.117466951756986,2.991458726483652,4.190587236826353,7.6941374369654545
4,4,3.0,35.0,2.4073481150556266,2.24277450397875,3.4746408548615637,2.7586419861712526,3.9586363589809386,3.7394771999417205,2.7428046330658726,4.9586845729593625,5.236665988131588,5.868379440050635,10.582416658911745,12.36850282741635,14.366702034140635,16.00732247290381,22.079855400084128,19.36402202650397,28.082998300020634,24.499129120644444,24.312484919271427,20.6809006375427,13.955589341533333,11.676825932146349,15.664052135549841,16.40005853981381,19.34875380472111,19.562718696123653,20.60069124605159,18.81152934091079,22.917712776225397,22.184509457799525,19.005208711246823,16.40474704665238,12.153570881087301,11.101672906331268,9.497458187215079,10.769220567280634,5.483988351253649,3.7476457273020634,4.557335833111588,6.155609189786033,6.40216243410619,11.348967952581905,12.638476105379365,12.368921240259365,13.229776708360793,11.847413832057141,10.670187512581112,7.525707236501587,6.05527104128508,7.217352560150161,2.6519017486279384,3.6671293124207964,7.03480299022091
5,5,3.0,35.5,1.4717000796339073,1.385988835704218,2.389815282705471,1.515338152083908,2.45576268426922,2.3448887760439074,1.5963266901569821,2.915167582369678,3.01111917922873,3.49552746358619,6.967786719149205,7.848392982081271,9.592264929544445,10.051855320831113,14.624333017070319,12.42375721340508,17.344246199347936,15.264573820335873,13.935506938931745,10.191218229035078,6.179954326262539,4.345350749434918,6.440046202237934,6.9521177861276175,7.450388216036349,5.887044136871586,7.274100720409049,5.643345428956348,6.607930038534757,7.677284400876188,7.745413030877776,5.708918453769523,3.761834310567935,3.8559852273087283,3.0430111217526936,3.8070445194287266,1.6764094572665051,0.9566018234926964,1.318723775955079,1.8585121263774609,2.623588341174603,5.554503630826826,7.393964617350793,7.216164151788254,8.309143694176191,7.790517448227301,7.883826929462538,5.387615542756824,3.775650323009524,4.75325124845159,1.414126112267938,2.2667679336539712,5.541982928432728
6,6,3.0,36.0,2.1094298772928135,2.683005916037655,4.081572489758283,2.6989570544709394,3.6713005606834392,3.934116113304533,2.711450539200316,4.376690183799361,3.9262767880158735,4.638817441568254,10.408218571878887,12.267928981015874,14.512023044084604,15.354326454678255,20.66502908639254,17.191222089599048,22.84969975700238,21.157979297669364,18.12821456468889,13.992527366669998,8.091313282363808,5.175642069179045,5.743803728634759,5.536444495222855,5.70527253860381,5.1436661733376186,5.316793627994604,4.799088043062221,4.933126771443489,5.6245588800760284,5.8038125092614266,4.999918026804126,2.877192702870157,2.990097147131108,2.660792354167772,3.816907653200791,1.6097533902809487,1.210606950715076,1.7149016307671414,2.1709074799919046,2.8447590336158717,6.744803703043811,7.755081591245079,9.240276787778573,9.991340371969999,10.618155867279365,11.151060814228252,7.146300365434919,5.150314587308253,7.898290159621274,2.3929076259314304,4.078299317730478,11.395086711212729
7,7,3.0,36.5,1.285415901942501,1.9451371962599995,4.021236209868285,2.051259073389064,3.0984177044685954,2.656046477388283,2.3082510195734907,3.4728692595299955,3.4719657370747616,3.2632246809346035,8.838092882483174,7.830012255223333,10.15682513801476,10.452234830420318,13.48234546489127,11.065885690392063,15.921065353667936,14.907161796382539,13.616651317316826,9.15083668893984,4.5278590899352364,3.948071149349363,5.301878482894761,5.749577303788729,5.346071265581747,4.243511631164284,6.053373308467144,4.6968663211033315,4.973335793919045,6.708906632329998,6.188137577754284,4.4523611041487285,3.0568499246155545,2.6817823201776156,3.270880591700471,3.8691660026095205,1.5236857738088847,0.4765586336606317,1.070635235409841,1.3493119943566667,2.0384033139412687,4.269122837057302,5.285739163730001,4.548995508615556,6.02128578717873,5.437417629467142,6.600591033120793,4.762323444293967,3.9643822427836515,5.209933667850002,1.82000243784635,3.8792535024723844,9.219055585154546
8,8,3.0,37.0,0.922608901996408,1.1823429164543748,2.9826542972789087,1.1497765101732818,1.7967075416373455,1.4653205975321892,1.5832228185690462,2.2376302789609483,2.4466316193366677,1.9820593006677774,5.845484477616189,4.777554740111428,6.267218496617619,6.758826871237302,8.248673289135239,6.848583323030159,9.587863774831746,7.727662498576191,6.554118111876667,4.166497973567777,1.7224474334361892,1.5436237320699986,2.368959155512063,2.1490541779676184,2.1055328850477766,1.5299988458133307,2.278253296081112,1.9357151093160305,2.1688102328596806,2.8755435728747587,3.0977864532252375,1.8437465631228551,1.1457929707433312,0.9787277584030131,1.2782761140030117,1.3668679583946015,0.6978554283976176,0.16065852499618738,0.41934656515412844,0.6361088115203167,1.8495242618834902,2.3699245645119045,3.7237055339747624,3.204695118436984,4.458102723601111,3.423679806983016,4.440665318121588,3.3186040364682534,2.7280556418490485,3.0065279763117476,1.4204787694849217,2.3121215184854007,5.931908043575455
9,9,3.0,37.5,1.888040277892658,1.7534100007659386,4.175434574138753,1.8757049881639067,2.394588585111876,2.1708641289825015,2.531233041743649,3.2124119293330113,4.254198117876828,3.8666848551055555,8.483159680097302,9.18133199763873,10.97089842290238,12.329237116993651,14.835546124301587,12.679645881744921,14.978997175233333,9.428929836809523,7.680569896651746,4.70094086727889,2.1261319357369843,1.2825517769082542,1.6407622718223802,0.8780748533279378,1.1571239186547608,0.672739359177778,1.030532158396033,0.8916115490398405,1.1249293948750776,1.4870217062342839,1.6647261365692054,1.0967495572973003,0.568787982908569,0.3566647706212687,0.6225395907388869,0.5770169217109516,0.44928260877857035,0.227108659271587,0.5152876927539698,0.9570704419949206,4.197354770604284,5.363074549563809,7.212355687287936,8.214350773868253,10.551161723613175,8.245374073479367,9.801616905693015,7.075176608173491,5.909729599957462,5.833557728835715,3.003873817790159,3.5008484056960354,7.784308412081819
